Medicine_ID,Medicine_Name,Category,Manufacturer,Is_Critical,Month,Opening_Stock,Restock_Qty,Monthly_Demand,Fulfilled_Demand,Stockout_Units,Stockout_Flag,Closing_Stock,Lead_Time_Days,Unit_Cost_INR,Holding_Cost_Percent,Ordering_Cost_INR,Shelf_Life_Months
MED0363,Loperamide 50mg Drops,Emergency/Critical Care,Abbott,No,2026-07,68,845,1188,913,275,Yes,0,4,44.13,0.22,319.24,9
MED0364,Amitriptyline 10ml Drops,Emergency/Critical Care,Abbott,No,2025-08,127,0,605,127,478,Yes,0,5,282.81,0.25,211.95,9
MED0364,Amitriptyline 10ml Drops,Emergency/Critical Care,Abbott,No,2025-09,0,430,441,430,11,Yes,0,5,282.81,0.25,206.07,9
MED0364,Amitriptyline 10ml Drops,Emergency/Critical Care,Abbott,No,2025-10,0,299,378,299,79,Yes,0,5,282.81,0.25,201.14,9
MED0364,Amitriptyline 10ml Drops,Emergency/Critical Care,Abbott,No,2025-11,0,358,305,305,0,No,53,5,282.81,0.25,202.56,9
MED0364,Amitriptyline 10ml Drops,Emergency/Critical Care,Abbott,No,2025-12,53,0,311,53,258,Yes,0,5,282.81,0.25,207.23,9
MED0364,Amitriptyline 10ml Drops,Emergency/Critical Care,Abbott,No,2026-01,0,313,247,247,0,No,66,5,282.81,0.25,201.15,9
MED0364,Amitriptyline 10ml Drops,Emergency/Critical Care,Abbott,No,2026-02,66,308,274,274,0,No,100,5,282.81,0.25,204.28,9
MED0364,Amitriptyline 10ml Drops,Emergency/Critical Care,Abbott,No,2026-03,100,340,422,422,0,No,18,5,282.81,0.25,202.16,9
MED0364,Amitriptyline 10ml Drops,Emergency/Critical Care,Abbott,No,2026-04,18,402,533,420,113,Yes,0,5,282.81,0.25,201.87,9
MED0364,Amitriptyline 10ml Drops,Emergency/Critical Care,Abbott,No,2026-05,0,871,724,724,0,No,147,5,282.81,0.25,207.6,9
MED0364,Amitriptyline 10ml Drops,Emergency/Critical Care,Abbott,No,2026-06,147,854,666,666,0,No,335,5,282.81,0.25,205.36,9
MED0364,Amitriptyline 10ml Drops,Emergency/Critical Care,Abbott,No,2026-07,335,555,593,593,0,No,297,5,282.81,0.25,204.9,9
MED0365,Sertraline 20mg Suspension,Emergency/Critical Care,Lupin,No,2025-08,302,1478,1197,1197,0,No,583,3,500.71,0.21,97.3,9
MED0365,Sertraline 20mg Suspension,Emergency/Critical Care,Lupin,No,2025-09,583,1348,1432,1432,0,No,499,3,500.71,0.21,94.32,9
MED0365,Sertraline 20mg Suspension,Emergency/Critical Care,Lupin,No,2025-10,499,1429,1474,1474,0,No,454,3,500.71,0.21,91.76,9
MED0365,Sertraline 20mg Suspension,Emergency/Critical Care,Lupin,No,2025-11,454,1576,1302,1302,0,No,728,3,500.71,0.21,90.28,9
MED0365,Sertraline 20mg Suspension,Emergency/Critical Care,Lupin,No,2025-12,728,1041,1292,1292,0,No,477,3,500.71,0.21,88.54,9
MED0365,Sertraline 20mg Suspension,Emergency/Critical Care,Lupin,No,2026-01,477,1647,1459,1459,0,No,665,3,500.71,0.21,89.35,9
MED0365,Sertraline 20mg Suspension,Emergency/Critical Care,Lupin,No,2026-02,665,1736,1402,1402,0,No,999,3,500.71,0.21,88.9,9
MED0365,Sertraline 20mg Suspension,Emergency/Critical Care,Lupin,No,2026-03,999,1001,1161,1161,0,No,839,3,500.71,0.21,89.2,9
MED0365,Sertraline 20mg Suspension,Emergency/Critical Care,Lupin,No,2026-04,839,1227,1383,1383,0,No,683,3,500.71,0.21,88.54,9
MED0365,Sertraline 20mg Suspension,Emergency/Critical Care,Lupin,No,2026-05,683,1329,1360,1360,0,No,652,3,500.71,0.21,88.54,9
MED0365,Sertraline 20mg Suspension,Emergency/Critical Care,Lupin,No,2026-06,652,1070,1327,1327,0,No,395,3,500.71,0.21,89.54,9
MED0365,Sertraline 20mg Suspension,Emergency/Critical Care,Lupin,No,2026-07,395,802,1126,1126,0,No,71,3,500.71,0.21,92.39,9
MED0366,Amitriptyline 2.5mg Syrup,Vitamin/Supplement,Cadila,No,2025-08,346,1609,1865,1865,0,No,90,5,10.37,0.14,270.11,36
MED0366,Amitriptyline 2.5mg Syrup,Vitamin/Supplement,Cadila,No,2025-09,90,1584,1738,1674,64,Yes,0,5,10.37,0.14,262.46,36
MED0366,Amitriptyline 2.5mg Syrup,Vitamin/Supplement,Cadila,No,2025-10,0,0,2019,0,2019,Yes,0,5,10.37,0.14,269.1,36
MED0366,Amitriptyline 2.5mg Syrup,Vitamin/Supplement,Cadila,No,2025-11,0,1719,1968,1719,249,Yes,0,5,10.37,0.14,270.41,36
MED0366,Amitriptyline 2.5mg Syrup,Vitamin/Supplement,Cadila,No,2025-12,0,2506,2018,2018,0,No,488,5,10.37,0.14,271.5,36
MED0366,Amitriptyline 2.5mg Syrup,Vitamin/Supplement,Cadila,No,2026-01,488,0,1885,488,1397,Yes,0,5,10.37,0.14,271.5,36
MED0366,Amitriptyline 2.5mg Syrup,Vitamin/Supplement,Cadila,No,2026-02,0,1751,1752,1751,1,Yes,0,5,10.37,0.14,264.17,36
MED0366,Amitriptyline 2.5mg Syrup,Vitamin/Supplement,Cadila,No,2026-03,0,1277,1818,1277,541,Yes,0,5,10.37,0.14,257.19,36
MED0366,Amitriptyline 2.5mg Syrup,Vitamin/Supplement,Cadila,No,2026-04,0,1493,1974,1493,481,Yes,0,5,10.37,0.14,258.91,36
MED0366,Amitriptyline 2.5mg Syrup,Vitamin/Supplement,Cadila,No,2026-05,0,1660,1731,1660,71,Yes,0,5,10.37,0.14,256.2,36
MED0366,Amitriptyline 2.5mg Syrup,Vitamin/Supplement,Cadila,No,2026-06,0,0,1630,0,1630,Yes,0,5,10.37,0.14,263.3,36
MED0366,Amitriptyline 2.5mg Syrup,Vitamin/Supplement,Cadila,No,2026-07,0,1788,1940,1788,152,Yes,0,5,10.37,0.14,261.71,36
MED0367,Cloxacillin 250mg Suspension,Antidiabetic,Cadila,No,2025-08,959,1896,1975,1975,0,No,880,5,50.1,0.13,217.9,6
MED0367,Cloxacillin 250mg Suspension,Antidiabetic,Cadila,No,2025-09,880,2418,2413,2413,0,No,885,5,50.1,0.13,213,6
MED0367,Cloxacillin 250mg Suspension,Antidiabetic,Cadila,No,2025-10,885,2401,2975,2975,0,No,311,5,50.1,0.13,215.95,6
MED0367,Cloxacillin 250mg Suspension,Antidiabetic,Cadila,No,2025-11,311,4322,3375,3375,0,No,1258,5,50.1,0.13,213.11,6
MED0367,Cloxacillin 250mg Suspension,Antidiabetic,Cadila,No,2025-12,1258,2732,3671,3671,0,No,319,5,50.1,0.13,213.46,6
MED0367,Cloxacillin 250mg Suspension,Antidiabetic,Cadila,No,2026-01,319,0,4942,319,4623,Yes,0,5,50.1,0.13,216.18,6
MED0367,Cloxacillin 250mg Suspension,Antidiabetic,Cadila,No,2026-02,0,2495,3254,2495,759,Yes,0,5,50.1,0.13,221.67,6
MED0367,Cloxacillin 250mg Suspension,Antidiabetic,Cadila,No,2026-03,0,1988,2580,1988,592,Yes,0,5,50.1,0.13,225.68,6
MED0367,Cloxacillin 250mg Suspension,Antidiabetic,Cadila,No,2026-04,0,2356,1925,1925,0,No,431,5,50.1,0.13,228.1,6
MED0367,Cloxacillin 250mg Suspension,Antidiabetic,Cadila,No,2026-05,431,2160,1833,1833,0,No,758,5,50.1,0.13,230.57,6
MED0367,Cloxacillin 250mg Suspension,Antidiabetic,Cadila,No,2026-06,758,1864,1625,1625,0,No,997,5,50.1,0.13,236.69,6
MED0367,Cloxacillin 250mg Suspension,Antidiabetic,Cadila,No,2026-07,997,1808,2011,2011,0,No,794,5,50.1,0.13,233.89,6
MED0368,Lactulose 5ml Suspension,Vitamin/Supplement,Cipla,No,2025-08,146,641,829,787,42,Yes,0,2,148.63,0.21,240.13,36
MED0368,Lactulose 5ml Suspension,Vitamin/Supplement,Cipla,No,2025-09,0,1085,891,891,0,No,194,2,148.63,0.21,232.58,36
MED0368,Lactulose 5ml Suspension,Vitamin/Supplement,Cipla,No,2025-10,194,1044,834,834,0,No,404,2,148.63,0.21,229.13,36
MED0368,Lactulose 5ml Suspension,Vitamin/Supplement,Cipla,No,2025-11,404,0,896,404,492,Yes,0,2,148.63,0.21,224.86,36
MED0368,Lactulose 5ml Suspension,Vitamin/Supplement,Cipla,No,2025-12,0,0,833,0,833,Yes,0,2,148.63,0.21,227.31,36
MED0368,Lactulose 5ml Suspension,Vitamin/Supplement,Cipla,No,2026-01,0,924,840,840,0,No,84,2,148.63,0.21,229.33,36
MED0368,Lactulose 5ml Suspension,Vitamin/Supplement,Cipla,No,2026-02,84,867,880,880,0,No,71,2,148.63,0.21,230.74,36
MED0368,Lactulose 5ml Suspension,Vitamin/Supplement,Cipla,No,2026-03,71,713,939,784,155,Yes,0,2,148.63,0.21,223.42,36
MED0368,Lactulose 5ml Suspension,Vitamin/Supplement,Cipla,No,2026-04,0,890,802,802,0,No,88,2,148.63,0.21,226.88,36
MED0368,Lactulose 5ml Suspension,Vitamin/Supplement,Cipla,No,2026-05,88,1009,941,941,0,No,156,2,148.63,0.21,224.21,36
MED0368,Lactulose 5ml Suspension,Vitamin/Supplement,Cipla,No,2026-06,156,680,875,836,39,Yes,0,2,148.63,0.21,226.71,36
MED0368,Lactulose 5ml Suspension,Vitamin/Supplement,Cipla,No,2026-07,0,880,816,816,0,No,64,2,148.63,0.21,227.57,36
MED0369,Hepatitis B Vaccine 1mg Syrup,Anesthetic,Cadila,Yes,2025-08,273,233,232,232,0,No,274,21,547.61,0.27,84.19,18
MED0369,Hepatitis B Vaccine 1mg Syrup,Anesthetic,Cadila,Yes,2025-09,274,325,273,273,0,No,326,21,547.61,0.27,83.36,18
MED0369,Hepatitis B Vaccine 1mg Syrup,Anesthetic,Cadila,Yes,2025-10,326,0,243,243,0,No,83,21,547.61,0.27,81.42,18
MED0369,Hepatitis B Vaccine 1mg Syrup,Anesthetic,Cadila,Yes,2025-11,83,287,245,245,0,No,125,21,547.61,0.27,79.27,18
MED0369,Hepatitis B Vaccine 1mg Syrup,Anesthetic,Cadila,Yes,2025-12,125,191,215,215,0,No,101,21,547.61,0.27,81.03,18
MED0369,Hepatitis B Vaccine 1mg Syrup,Anesthetic,Cadila,Yes,2026-01,101,235,245,245,0,No,91,21,547.61,0.27,83.25,18
MED0369,Hepatitis B Vaccine 1mg Syrup,Anesthetic,Cadila,Yes,2026-02,91,158,224,224,0,No,25,21,547.61,0.27,84.04,18
MED0369,Hepatitis B Vaccine 1mg Syrup,Anesthetic,Cadila,Yes,2026-03,25,231,204,204,0,No,52,21,547.61,0.27,81.94,18
MED0369,Hepatitis B Vaccine 1mg Syrup,Anesthetic,Cadila,Yes,2026-04,52,242,205,205,0,No,89,21,514.76,0.27,81.42,18
MED0369,Hepatitis B Vaccine 1mg Syrup,Anesthetic,Cadila,Yes,2026-05,89,0,244,89,155,Yes,0,21,514.76,0.27,82.63,18
MED0369,Hepatitis B Vaccine 1mg Syrup,Anesthetic,Cadila,Yes,2026-06,0,0,205,0,205,Yes,0,21,514.76,0.27,84.11,18
MED0369,Hepatitis B Vaccine 1mg Syrup,Anesthetic,Cadila,Yes,2026-07,0,218,275,218,57,Yes,0,21,514.76,0.27,82.09,18
MED0370,Phenytoin 5ml Drops,Dermatological,Cipla,Yes,2025-08,325,887,1180,1180,0,No,32,4,391.97,0.19,47.44,6
MED0370,Phenytoin 5ml Drops,Dermatological,Cipla,Yes,2025-09,32,1863,1491,1491,0,No,404,4,391.97,0.19,48.07,6
MED0370,Phenytoin 5ml Drops,Dermatological,Cipla,Yes,2025-10,404,0,1520,404,1116,Yes,0,4,391.97,0.19,47.64,6
MED0370,Phenytoin 5ml Drops,Dermatological,Cipla,Yes,2025-11,0,1797,1547,1547,0,No,250,4,391.97,0.19,46.91,6
MED0370,Phenytoin 5ml Drops,Dermatological,Cipla,Yes,2025-12,250,1467,1254,1254,0,No,463,4,391.97,0.19,45.45,6
MED0370,Phenytoin 5ml Drops,Dermatological,Cipla,Yes,2026-01,463,1251,1258,1258,0,No,456,4,391.97,0.19,45.57,6
MED0370,Phenytoin 5ml Drops,Dermatological,Cipla,Yes,2026-02,456,1238,1215,1215,0,No,479,4,391.97,0.19,46.62,6
MED0370,Phenytoin 5ml Drops,Dermatological,Cipla,Yes,2026-03,479,1623,1479,1479,0,No,623,4,391.97,0.19,47.99,6
MED0370,Phenytoin 5ml Drops,Dermatological,Cipla,Yes,2026-04,623,1158,1470,1470,0,No,311,4,386.32,0.19,48.19,6
MED0370,Phenytoin 5ml Drops,Dermatological,Cipla,Yes,2026-05,311,1343,1285,1285,0,No,369,4,386.32,0.19,48.23,6
MED0370,Phenytoin 5ml Drops,Dermatological,Cipla,Yes,2026-06,369,1422,1431,1431,0,No,360,4,386.32,0.19,46.99,6
MED0370,Phenytoin 5ml Drops,Dermatological,Cipla,Yes,2026-07,360,0,1374,360,1014,Yes,0,4,386.32,0.19,47.14,6
MED0371,Lidocaine 1g Syrup,Gastrointestinal,Sun Pharma,No,2025-08,88,429,587,517,70,Yes,0,3,78.02,0.15,287.23,24
MED0371,Lidocaine 1g Syrup,Gastrointestinal,Sun Pharma,No,2025-09,0,674,544,544,0,No,130,3,78.02,0.15,289.17,24
MED0371,Lidocaine 1g Syrup,Gastrointestinal,Sun Pharma,No,2025-10,130,0,539,130,409,Yes,0,3,78.02,0.15,287.16,24
MED0371,Lidocaine 1g Syrup,Gastrointestinal,Sun Pharma,No,2025-11,0,0,526,0,526,Yes,0,3,78.02,0.15,282.46,24
MED0371,Lidocaine 1g Syrup,Gastrointestinal,Sun Pharma,No,2025-12,0,655,511,511,0,No,144,3,78.02,0.15,275.13,24
MED0371,Lidocaine 1g Syrup,Gastrointestinal,Sun Pharma,No,2026-01,144,718,592,592,0,No,270,3,78.02,0.15,271.78,24
MED0371,Lidocaine 1g Syrup,Gastrointestinal,Sun Pharma,No,2026-02,270,657,552,552,0,No,375,3,78.02,0.15,264.48,24
MED0371,Lidocaine 1g Syrup,Gastrointestinal,Sun Pharma,No,2026-03,375,342,488,488,0,No,229,3,78.02,0.15,261.38,24
MED0371,Lidocaine 1g Syrup,Gastrointestinal,Sun Pharma,No,2026-04,229,690,617,617,0,No,302,3,78.02,0.15,270.2,24
MED0371,Lidocaine 1g Syrup,Gastrointestinal,Sun Pharma,No,2026-05,302,698,591,591,0,No,409,3,78.02,0.15,269.19,24
MED0371,Lidocaine 1g Syrup,Gastrointestinal,Sun Pharma,No,2026-06,409,409,499,499,0,No,319,3,78.02,0.15,269.77,24
MED0371,Lidocaine 1g Syrup,Gastrointestinal,Sun Pharma,No,2026-07,319,577,469,469,0,No,427,3,78.02,0.15,276.53,24
MED0372,Levetiracetam 100mg Capsule,Anesthetic,Cadila,Yes,2025-08,1240,2160,2129,2129,0,No,1271,10,260.28,0.23,338.1,6
MED0372,Levetiracetam 100mg Capsule,Anesthetic,Cadila,Yes,2025-09,1271,1650,2207,2207,0,No,714,10,260.28,0.23,348.66,6
MED0372,Levetiracetam 100mg Capsule,Anesthetic,Cadila,Yes,2025-10,714,0,2655,714,1941,Yes,0,10,260.28,0.23,350.42,6
MED0372,Levetiracetam 100mg Capsule,Anesthetic,Cadila,Yes,2025-11,0,3138,3600,3138,462,Yes,0,10,260.28,0.23,357.08,6
MED0372,Levetiracetam 100mg Capsule,Anesthetic,Cadila,Yes,2025-12,0,4604,4033,4033,0,No,571,10,260.28,0.23,353.39,6
MED0372,Levetiracetam 100mg Capsule,Anesthetic,Cadila,Yes,2026-01,571,5999,4785,4785,0,No,1785,10,260.28,0.23,349.25,6
MED0372,Levetiracetam 100mg Capsule,Anesthetic,Cadila,Yes,2026-02,1785,4177,3701,3701,0,No,2261,10,260.28,0.23,347.18,6
MED0372,Levetiracetam 100mg Capsule,Anesthetic,Cadila,Yes,2026-03,2261,3191,2727,2727,0,No,2725,10,260.28,0.23,350.85,6
MED0372,Levetiracetam 100mg Capsule,Anesthetic,Cadila,Yes,2026-04,2725,1804,2438,2438,0,No,2091,10,248.67,0.23,354.73,6
MED0372,Levetiracetam 100mg Capsule,Anesthetic,Cadila,Yes,2026-05,2091,1785,1722,1722,0,No,2154,10,248.67,0.23,350.79,6
MED0372,Levetiracetam 100mg Capsule,Anesthetic,Cadila,Yes,2026-06,2154,1812,1814,1814,0,No,2152,10,248.67,0.23,342.98,6
MED0372,Levetiracetam 100mg Capsule,Anesthetic,Cadila,Yes,2026-07,2152,1944,1849,1849,0,No,2247,10,248.67,0.23,345.8,6
MED0373,Mebendazole 10mg Drops,Vitamin/Supplement,Lupin,No,2025-08,135,746,615,615,0,No,266,4,417.75,0.13,96.18,9
MED0373,Mebendazole 10mg Drops,Vitamin/Supplement,Lupin,No,2025-09,266,0,719,266,453,Yes,0,4,417.75,0.13,96.66,9
MED0373,Mebendazole 10mg Drops,Vitamin/Supplement,Lupin,No,2025-10,0,666,744,666,78,Yes,0,4,417.75,0.13,97.83,9
MED0373,Mebendazole 10mg Drops,Vitamin/Supplement,Lupin,No,2025-11,0,852,1016,852,164,Yes,0,4,417.75,0.13,99.05,9
MED0373,Mebendazole 10mg Drops,Vitamin/Supplement,Lupin,No,2025-12,0,1135,1350,1135,215,Yes,0,4,417.75,0.13,100.59,9
MED0373,Mebendazole 10mg Drops,Vitamin/Supplement,Lupin,No,2026-01,0,1788,1464,1464,0,No,324,4,417.75,0.13,102.85,9
MED0373,Mebendazole 10mg Drops,Vitamin/Supplement,Lupin,No,2026-02,324,1364,1104,1104,0,No,584,4,417.75,0.13,102.85,9
MED0373,Mebendazole 10mg Drops,Vitamin/Supplement,Lupin,No,2026-03,584,947,735,735,0,No,796,4,417.75,0.13,104.25,9
MED0373,Mebendazole 10mg Drops,Vitamin/Supplement,Lupin,No,2026-04,796,544,590,590,0,No,750,4,417.75,0.13,104.84,9
MED0373,Mebendazole 10mg Drops,Vitamin/Supplement,Lupin,No,2026-05,750,475,472,472,0,No,753,4,417.75,0.13,102.94,9
MED0373,Mebendazole 10mg Drops,Vitamin/Supplement,Lupin,No,2026-06,753,622,482,482,0,No,893,4,417.75,0.13,100.07,9
MED0373,Mebendazole 10mg Drops,Vitamin/Supplement,Lupin,No,2026-07,893,563,622,622,0,No,834,4,417.75,0.13,98.76,9
MED0374,Vancomycin 10mg Ointment,Vitamin/Supplement,Alkem,Yes,2025-08,296,3553,4049,3849,200,Yes,0,2,506.43,0.24,348.17,36
MED0374,Vancomycin 10mg Ointment,Vitamin/Supplement,Alkem,Yes,2025-09,0,2808,2890,2808,82,Yes,0,2,506.43,0.24,346.92,36
MED0374,Vancomycin 10mg Ointment,Vitamin/Supplement,Alkem,Yes,2025-10,0,2126,2260,2126,134,Yes,0,2,506.43,0.24,349.49,36
MED0374,Vancomycin 10mg Ointment,Vitamin/Supplement,Alkem,Yes,2025-11,0,0,1620,0,1620,Yes,0,2,506.43,0.24,357.17,36
MED0374,Vancomycin 10mg Ointment,Vitamin/Supplement,Alkem,Yes,2025-12,0,1637,1529,1529,0,No,108,2,506.43,0.24,350.51,36
MED0374,Vancomycin 10mg Ointment,Vitamin/Supplement,Alkem,Yes,2026-01,108,1444,1167,1167,0,No,385,2,506.43,0.24,342.3,36
MED0374,Vancomycin 10mg Ointment,Vitamin/Supplement,Alkem,Yes,2026-02,385,1145,1267,1267,0,No,263,2,506.43,0.24,352.47,36
MED0374,Vancomycin 10mg Ointment,Vitamin/Supplement,Alkem,Yes,2026-03,263,950,1351,1213,138,Yes,0,2,506.43,0.24,343.87,36
MED0374,Vancomycin 10mg Ointment,Vitamin/Supplement,Alkem,Yes,2026-04,0,1598,1560,1560,0,No,38,2,479.51,0.24,343.4,36
MED0374,Vancomycin 10mg Ointment,Vitamin/Supplement,Alkem,Yes,2026-05,38,1638,2082,1676,406,Yes,0,2,479.51,0.24,345.28,36
MED0374,Vancomycin 10mg Ointment,Vitamin/Supplement,Alkem,Yes,2026-06,0,3758,3325,3325,0,No,433,2,479.51,0.24,346.19,36
MED0374,Vancomycin 10mg Ointment,Vitamin/Supplement,Alkem,Yes,2026-07,433,3988,3696,3696,0,No,725,2,479.51,0.24,337.11,36
MED0375,Hydrochlorothiazide 5ml Suspension,Anesthetic,Mankind,Yes,2025-08,145,723,741,741,0,No,127,5,335,0.18,224.07,24
MED0375,Hydrochlorothiazide 5ml Suspension,Anesthetic,Mankind,Yes,2025-09,127,856,741,741,0,No,242,5,335,0.18,218.5,24
MED0375,Hydrochlorothiazide 5ml Suspension,Anesthetic,Mankind,Yes,2025-10,242,796,719,719,0,No,319,5,335,0.18,219.71,24
MED0375,Hydrochlorothiazide 5ml Suspension,Anesthetic,Mankind,Yes,2025-11,319,858,795,795,0,No,382,5,335,0.18,220.34,24
MED0375,Hydrochlorothiazide 5ml Suspension,Anesthetic,Mankind,Yes,2025-12,382,778,758,758,0,No,402,5,335,0.18,216.58,24
MED0375,Hydrochlorothiazide 5ml Suspension,Anesthetic,Mankind,Yes,2026-01,402,872,851,851,0,No,423,5,335,0.18,218.52,24
MED0375,Hydrochlorothiazide 5ml Suspension,Anesthetic,Mankind,Yes,2026-02,423,0,692,423,269,Yes,0,5,335,0.18,223.04,24
MED0375,Hydrochlorothiazide 5ml Suspension,Anesthetic,Mankind,Yes,2026-03,0,955,739,739,0,No,216,5,335,0.18,216.57,24
MED0375,Hydrochlorothiazide 5ml Suspension,Anesthetic,Mankind,Yes,2026-04,216,0,788,216,572,Yes,0,5,339.57,0.18,216.54,24
MED0375,Hydrochlorothiazide 5ml Suspension,Anesthetic,Mankind,Yes,2026-05,0,600,743,600,143,Yes,0,5,339.57,0.18,219.21,24
MED0375,Hydrochlorothiazide 5ml Suspension,Anesthetic,Mankind,Yes,2026-06,0,886,740,740,0,No,146,5,339.57,0.18,215.71,24
MED0375,Hydrochlorothiazide 5ml Suspension,Anesthetic,Mankind,Yes,2026-07,146,700,689,689,0,No,157,5,339.57,0.18,213,24
MED0376,Salbutamol 1mg Injection,Antibiotic,GSK,No,2025-08,224,463,432,432,0,No,255,10,204.01,0.2,53.43,6
MED0376,Salbutamol 1mg Injection,Antibiotic,GSK,No,2025-09,255,328,464,464,0,No,119,10,204.01,0.2,54.77,6
MED0376,Salbutamol 1mg Injection,Antibiotic,GSK,No,2025-10,119,392,351,351,0,No,160,10,204.01,0.2,55.81,6
MED0376,Salbutamol 1mg Injection,Antibiotic,GSK,No,2025-11,160,293,337,337,0,No,116,10,204.01,0.2,56.09,6
MED0376,Salbutamol 1mg Injection,Antibiotic,GSK,No,2025-12,116,0,271,116,155,Yes,0,10,204.01,0.2,56.86,6
MED0376,Salbutamol 1mg Injection,Antibiotic,GSK,No,2026-01,0,258,288,258,30,Yes,0,10,204.01,0.2,56.4,6
MED0376,Salbutamol 1mg Injection,Antibiotic,GSK,No,2026-02,0,0,269,0,269,Yes,0,10,204.01,0.2,56.87,6
MED0376,Salbutamol 1mg Injection,Antibiotic,GSK,No,2026-03,0,346,375,346,29,Yes,0,10,204.01,0.2,56.76,6
MED0376,Salbutamol 1mg Injection,Antibiotic,GSK,No,2026-04,0,554,496,496,0,No,58,10,204.01,0.2,55.72,6
MED0376,Salbutamol 1mg Injection,Antibiotic,GSK,No,2026-05,58,879,712,712,0,No,225,10,204.01,0.2,56.4,6
MED0376,Salbutamol 1mg Injection,Antibiotic,GSK,No,2026-06,225,773,612,612,0,No,386,10,204.01,0.2,56.59,6
MED0376,Salbutamol 1mg Injection,Antibiotic,GSK,No,2026-07,386,401,510,510,0,No,277,10,204.01,0.2,56.11,6
MED0377,Sertraline 5mg Drops,Neuro/Psychiatric,Sun Pharma,No,2025-08,147,510,394,394,0,No,263,4,729.61,0.13,255.15,9
MED0377,Sertraline 5mg Drops,Neuro/Psychiatric,Sun Pharma,No,2025-09,263,573,448,448,0,No,388,4,729.61,0.13,261.76,9
MED0377,Sertraline 5mg Drops,Neuro/Psychiatric,Sun Pharma,No,2025-10,388,370,488,488,0,No,270,4,729.61,0.13,254.06,9
MED0377,Sertraline 5mg Drops,Neuro/Psychiatric,Sun Pharma,No,2025-11,270,578,469,469,0,No,379,4,729.61,0.13,251.1,9
MED0377,Sertraline 5mg Drops,Neuro/Psychiatric,Sun Pharma,No,2025-12,379,317,426,426,0,No,270,4,729.61,0.13,243.98,9
MED0377,Sertraline 5mg Drops,Neuro/Psychiatric,Sun Pharma,No,2026-01,270,385,431,431,0,No,224,4,729.61,0.13,248.26,9
MED0377,Sertraline 5mg Drops,Neuro/Psychiatric,Sun Pharma,No,2026-02,224,510,433,433,0,No,301,4,729.61,0.13,251.51,9
MED0377,Sertraline 5mg Drops,Neuro/Psychiatric,Sun Pharma,No,2026-03,301,609,511,511,0,No,399,4,729.61,0.13,248.8,9
MED0377,Sertraline 5mg Drops,Neuro/Psychiatric,Sun Pharma,No,2026-04,399,376,451,451,0,No,324,4,729.61,0.13,251.62,9
MED0377,Sertraline 5mg Drops,Neuro/Psychiatric,Sun Pharma,No,2026-05,324,0,402,324,78,Yes,0,4,729.61,0.13,249.95,9
MED0377,Sertraline 5mg Drops,Neuro/Psychiatric,Sun Pharma,No,2026-06,0,604,502,502,0,No,102,4,729.61,0.13,254.07,9
MED0377,Sertraline 5mg Drops,Neuro/Psychiatric,Sun Pharma,No,2026-07,102,301,407,403,4,Yes,0,4,729.61,0.13,253.33,9
MED0378,Domperidone 10mg Tablet,Gastrointestinal,Alkem,Yes,2025-08,254,873,1187,1127,60,Yes,0,5,753.21,0.15,186.21,6
MED0378,Domperidone 10mg Tablet,Gastrointestinal,Alkem,Yes,2025-09,0,975,1160,975,185,Yes,0,5,753.21,0.15,185.18,6
MED0378,Domperidone 10mg Tablet,Gastrointestinal,Alkem,Yes,2025-10,0,1082,1161,1082,79,Yes,0,5,753.21,0.15,190.28,6
MED0378,Domperidone 10mg Tablet,Gastrointestinal,Alkem,Yes,2025-11,0,1257,1401,1257,144,Yes,0,5,753.21,0.15,187.36,6
MED0378,Domperidone 10mg Tablet,Gastrointestinal,Alkem,Yes,2025-12,0,1095,1301,1095,206,Yes,0,5,753.21,0.15,182.91,6
MED0378,Domperidone 10mg Tablet,Gastrointestinal,Alkem,Yes,2026-01,0,1381,1335,1335,0,No,46,5,753.21,0.15,183.9,6
MED0378,Domperidone 10mg Tablet,Gastrointestinal,Alkem,Yes,2026-02,46,1507,1330,1330,0,No,223,5,753.21,0.15,189.41,6
MED0378,Domperidone 10mg Tablet,Gastrointestinal,Alkem,Yes,2026-03,223,1125,1159,1159,0,No,189,5,753.21,0.15,187.98,6
MED0378,Domperidone 10mg Tablet,Gastrointestinal,Alkem,Yes,2026-04,189,1082,1130,1130,0,No,141,5,767.5,0.15,182.84,6
MED0378,Domperidone 10mg Tablet,Gastrointestinal,Alkem,Yes,2026-05,141,1461,1225,1225,0,No,377,5,767.5,0.15,180.95,6
MED0378,Domperidone 10mg Tablet,Gastrointestinal,Alkem,Yes,2026-06,377,1283,1194,1194,0,No,466,5,767.5,0.15,181.02,6
MED0378,Domperidone 10mg Tablet,Gastrointestinal,Alkem,Yes,2026-07,466,1254,1187,1187,0,No,533,5,767.5,0.15,177.05,6
MED0379,Carbamazepine 500mg Tablet,Anesthetic,Cipla,No,2025-08,1184,0,2530,1184,1346,Yes,0,10,344.02,0.24,323.04,6
MED0379,Carbamazepine 500mg Tablet,Anesthetic,Cipla,No,2025-09,0,2256,2235,2235,0,No,21,10,344.02,0.24,333.17,6
MED0379,Carbamazepine 500mg Tablet,Anesthetic,Cipla,No,2025-10,21,3009,2374,2374,0,No,656,10,344.02,0.24,332.19,6
MED0379,Carbamazepine 500mg Tablet,Anesthetic,Cipla,No,2025-11,656,2671,2258,2258,0,No,1069,10,344.02,0.24,329.23,6
